KGS_ID,Latitude,Longitude,Location,Operator,Lease,API,API_NUM_NODASH,Elevation,Elev_Ref,Depth_start,Depth_stop,URL,url_year,key
1028187622,39.9834396,-97.1993748,"T1S R2E, Sec. 10,   NW SW NW",KANSAS GEOLOGICAL SURVEY,W. GAYDUSEK II 1,,,1599.0, KB,50.5,525.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/01S02E/1020069094.las,,1028187622|nan
1044172351,39.943543,-95.9362942,"T1S R13E, Sec. 23,  W2 SE SW SW",Kinney Oil Company,Baumgartner 1-23 1,15-131-20234,15131202340000.0,1215.0, KB,1814.2,2096.2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1044966705.las,2015.0,1044172351|15131202340000.0
1044022696,39.9922049,-95.7990789,"T1S R14E, Sec. 1,  SW NE NE SW",Wolf Operating LLC,Stalder-Adams 1-1,15-131-20225,15131202250000.0,1130.0, KB,185.2,3663.2,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044839433.las,2014.0,1044022696|15131202250000.0
1045045609,39.9965135,-95.8011336,"T1S R14E, Sec. 1,  NW NW SE NW",Black Star 231 Corp.,Snyder 1-15,15-131-20239,15131202390000.0,1121.0, KB,194.0,3626.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046531020.las,2017.0,1045045609|15131202390000.0
1046218592,39.9948542,-95.8020302,"T1S R14E, Sec. 1,  W2 SW SE NW",Black Star 231 Corp.,SNYDER 5-17,15-131-20244,15131202440000.0,1114.0, KB,161.4,3632.9,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2019/1047174942.las,2019.0,1046218592|15131202440000.0
1044248732,39.9852865,-95.8326539,"T1S R14E, Sec. 10,  SW NE NW NE",Kinney Oil Company,Plattner 1-10 1,15-131-20235,15131202350000.0,1212.0, KB,200.0,3844.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045086571.las,2015.0,1044248732|15131202350000.0
1002934584,39.9604344,-95.8200108,"T1S R14E, Sec. 14,  NW NW SE SW",ROXY RESOURCES,SCHNEIDER 1-14,15-131-20046,15131200460000.0,1204.0, KB,230.0,3945.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/01S14E/1044219060.las,,1002934584|15131200460000.0
1043239054,39.9585958,-95.8891193,"T1S R14E, Sec. 18,  NW SE SW SE",Kinney Oil Company,Meyer 1-18,15-131-20217,15131202170000.0,1349.0, KB,245.0,4082.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044249719.las,2013.0,1043239054|15131202170000.0
1043624968,39.9347755,-95.8303409,"T1S R14E, Sec. 27,   N2 N2 SE",Kinney Oil Company,Strahm 2-27,15-131-20222,15131202220000.0,1326.0, KB,3677.5,3968.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044753578.las,2014.0,1043624968|15131202220000.0
1043564848,39.9167311,-95.8442849,"T1S R14E, Sec. 34,  NW NW SW SW",Kinney Oil Company,Hartter 1-34,15-131-20220,15131202200000.0,1340.0, KB,181.5,4003.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044753566.las,2014.0,1043564848|15131202200000.0
1046472416,39.9964284,-95.7201425,"T1S R15E, Sec. 3,   NW SW NE",Running Foxes Petroleum Inc.,GRUBER 7-3B-3,15-013-20053,15013200530000.0,1115.0, KB,799.0,2789.25,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386416.las,2024.0,1046472416|15013200530000.0
1046473993,39.995841,-95.7226307,"T1S R15E, Sec. 3,  NW SE SE NW",Running Foxes Petroleum Inc.,GRUBER 6-3D-2,15-013-20054,15013200540000.0,1085.0, KB,195.0,3430.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674344.las,2020.0,1046473993|15013200540000.0
1044579452,39.997252,-95.7241811,"T1S R15E, Sec. 3,   SW NE NW",Running Foxes Petroleum Inc.,Gruber 3-3C,15-013-20036,15013200360000.0,1074.0, KB,-15.5,2701.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386210.las,2024.0,1044579452|15013200360000.0
1044213320,39.9928027,-95.7265578,"T1S R15E, Sec. 3,   NE NW SW",Running Foxes Petroleum Inc.,Randolph E-9,15-013-20020-0002,15013200200002.0,1082.0, GL,2318.75,3384.25,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386128.las,2024.0,1044213320|15013200200002.0
1044839906,39.9974809,-95.7218827,"T1S R15E, Sec. 3,   SE NE NW",Running Foxes Petroleum Inc.,Gruber 3-3D,15-013-20042,15013200420000.0,1105.0, KB,-15.5,2664.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386304.las,2024.0,1044839906|15013200420000.0
1044852486,39.9896881,-95.7290952,"T1S R15E, Sec. 3,   NW SW SW",Running Foxes Petroleum Inc.,Herrmann 13-3B,15-013-20043,15013200430000.0,1132.0, KB,3180.0,3463.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046088749.las,2016.0,1044852486|15013200430000.0
1044960035,39.9928027,-95.7265578,"T1S R15E, Sec. 3,   NE NW SW",Running Foxes Petroleum Inc.,RANDOLPH E-9,15-013-20020-0003,15013200200003.0,1082.0, GL,-15.5,3367.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386393.las,2024.0,1044960035|15013200200003.0
1044935050,39.9917352,-95.7339375,"T1S R15E, Sec. 4,   SW NE SE",Running Foxes Petroleum Inc.,Herrmann 9-4B,15-013-20045,15013200450000.0,1135.0, KB,-8.75,3400.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386353.las,2024.0,1044935050|15013200450000.0
1044632327,39.9878894,-95.7315069,"T1S R15E, Sec. 4,   SE SE SE",Running Foxes Petroleum Inc.,Herrmann 16-4D,15-013-20040,15013200400000.0,1147.0, KB,-15.25,3386.25,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386253.las,2024.0,1044632327|15013200400000.0
1045016521,39.9951361,-95.7351783,"T1S R15E, Sec. 4,   SE SW NE","BOP West, LLC",Frederick 4-1,15-013-20047,15013200470000.0,1133.0, KB,-2.0,3415.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1046114627.las,2016.0,1045016521|15013200470000.0
1044569369,39.9902774,-95.7321383,"T1S R15E, Sec. 4,   NE SE SE",Running Foxes Petroleum Inc.,Livingood 3 OWWO,15-013-19001-0001,15013190010001.0,9.0, KB,1092.75,3374.75,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386197.las,2024.0,1044569369|15013190010001.0
1046074305,39.9933916,-95.7348128,"T1S R15E, Sec. 4,   NW NE SE",Running Foxes Petroleum Inc.,Herrmann 9-4B-2,15-013-20052,15013200520000.0,1146.0, KB,-0.75,3381.75,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386410.las,2024.0,1046074305|15013200520000.0
1044632326,39.9924227,-95.731412,"T1S R15E, Sec. 4,   NE NE SE",Running Foxes Petroleum Inc.,Herrmann 9-4,15-013-20039,15013200390000.0,1140.0, KB,-16.25,3375.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386252.las,2024.0,1044632326|15013200390000.0
1044565422,39.9785662,-95.7238026,"T1S R15E, Sec. 10,  SE NW NE SW",Running Foxes Petroleum Inc.,Roush 11-10,15-013-20035,15013200350000.0,1145.0, KB,-5.5,3610.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386194.las,2024.0,1044565422|15013200350000.0
1045011740,39.9627339,-95.7233031,"T1S R15E, Sec. 15,  NW SE NE SW",Running Foxes Petroleum Inc.,Plattner 11-15,15-013-20046,15013200460000.0,1071.0, KB,3071.0,3410.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2017/1046473030.las,2017.0,1045011740|15013200460000.0
1033438578,39.927612,-95.5447347,"T1S R17E, Sec. 32,   NW NW NW","W. T. W. Operating, LLC",Wilson 1,15-013-20033,15013200330000.0,1009.0, KB,344.0,5780.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/01S17E/1044170350.las,,1033438578|15013200330000.0
1043690768,39.9003075,-95.9215417,"T2S R13E, Sec. 2,   SE SE SE",Kinney Oil Company,Woody Acres 1-2,15-131-20223,15131202230000.0,1254.0, KB,223.5,2364.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044753589.las,2014.0,1043690768|15131202230000.0
1044969501,39.9042308,-95.8434202,"T2S R14E, Sec. 3,  NE SW NW SW",ROCK CREEK CRUDE,BAHR 2,15-131-20009-0002,15131200090002.0,1337.0, GL,-0.75,607.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386394.las,2024.0,1044969501|15131200090002.0
1043239055,39.9085012,-95.8683566,"T2S R14E, Sec. 5,  S2 N2 S2 NE",Kinney Oil Company,Edelman 1-5,15-131-20218,15131202180000.0,1344.0, KB,245.0,4020.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044249738.las,2013.0,1043239055|15131202180000.0
1046570928,39.8502556,-95.8429259,"T2S R14E, Sec. 27,  NE SW SW NW","Rock Creek Crude, LLC",BAUMAN 3,15-131-20245,15131202450000.0,1319.0, KB,195.0,2965.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051661161.las,2020.0,1046570928|15131202450000.0
1053381952,39.8715489,-95.7866596,"T2S R15E, Sec. 18,   SW SW SW","Murfin Drilling Co., Inc.",STEINER 'A' 1-18,15-013-20063,15013200630000.0,1258.0, KB,,,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1057040205.las,2025.0,1053381952|15013200630000.0
1002906994,39.8848839,-95.3202482,"T2S R19E, Sec. 17,   NW NW NW",WHITE KENNETH S ETAL,HARGIS 1,15-043-20022,15043200220000.0,960.0, KB,0.0,3130.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/02S19E/1044170352.las,,1002906994|15043200220000.0
1052841215,39.7541071,-96.7722791,"T3S R6E, Sec. 32,   NW NE NE",High Plains Resources LLC,BALSMEIER 21-32,15-117-20028,15117200280000.0,13.0, KB,245.0,2742.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056634615.las,2025.0,1052841215|15117200280000.0
1002880630,39.8255717,-96.3168846,"T3S R10E, Sec. 5, C   NE NE",Venus Oil Co. and others,Swanson 1,15-117-20008,15117200080000.0,1360.0, GL,50.0,1078.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/03S10E/1044077634.las,,1002880630|15117200080000.0
1043229973,39.82514,-95.9684439,"T3S R13E, Sec. 4,  S2 NE NE NW",Kinney Oil Company,D & K Heinen 1-4,15-131-20215,15131202150000.0,1288.0, KB,-4.0,1140.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044234216.las,2013.0,1043229973|15131202150000.0
1044172350,39.7970144,-95.9448207,"T3S R13E, Sec. 15,   NE NW NE",Kinney Oil Company,Laub 1-15 1,15-131-20233,15131202330000.0,1337.0, KB,1088.0,1363.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1044966711.las,2015.0,1044172350|15131202330000.0
1043231552,39.7943859,-96.0060547,"T3S R13E, Sec. 18,  SW SE NE NW",Kinney Oil Company,L & G Kohake 1-18,15-131-20216,15131202160000.0,1203.0, KB,-4.0,820.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2013/1044234201.las,2013.0,1043231552|15131202160000.0
1002934691,39.7780422,-95.9548442,"T3S R13E, Sec. 22,    SW NW",KINNEY OIL,HAVERKAMP B 1-22,15-131-20162,15131201620000.0,1261.0, KB,240.0,1410.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1055936288.las,2025.0,1002934691|15131201620000.0
1030456065,39.7997212,-95.7954696,"T3S R14E, Sec. 12,    SW SE","Heartland Oil & Gas, Inc.",GEORG 15-12,15-131-20184,15131201840000.0,1296.0, KB,245.0,4126.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/03S14E/1044077642.las,,1030456065|15131201840000.0
1044022697,39.7963832,-95.862977,"T3S R14E, Sec. 16,  S2 NW NW NW",Wolf Operating LLC,Baumgartner 1-16,15-131-20226,15131202260000.0,1292.0, KB,3296.0,3566.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044818738.las,2014.0,1044022697|15131202260000.0
1052841216,39.7335471,-96.6485196,"T4S R7E, Sec. 4,  SW SE SE NW",High Plains Resources LLC,CARLSON FARMS 54-4,15-117-20029,15117200290000.0,13.0, KB,306.5,4226.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056634618.las,2025.0,1052841216|15117200290000.0
1002934690,39.7371016,-95.963754,"T4S R13E, Sec. 4,   SE NW NE",KINNEY OIL,LUEGER A 1-4,15-131-20161,15131201610000.0,1298.0, KB,225.0,2273.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/00_13E/1001179067.las,,1002934690|15131201610000.0
1037989959,39.7082868,-95.9032075,"T4S R13E, Sec. 13,   SE NE NE","Noble Petroleum, Inc.",King 1,15-131-20203,15131202030000.0,1255.0, GL,0.0,3851.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S13E/1044219063.las,,1037989959|15131202030000.0
1041229507,39.6704449,-95.9182299,"T4S R13E, Sec. 25,  NE NW SW SW",Mustang Fuel Corp.,Rilinger 2-25,15-131-20214,15131202140000.0,1301.0, KB,295.0,3886.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044165723.las,2012.0,1041229507|15131202140000.0
1002934619,39.6538925,-95.9375917,"T4S R13E, Sec. 35,   SW SW SW","Pendleton Land & Exploration, Inc.",Heinen 1,15-131-20082,15131200820000.0,1263.0, KB,236.0,3897.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S13E/1044219061.las,,1002934619|15131200820000.0
1053381950,39.7298994,-95.8754775,"T4S R14E, Sec. 5,  SW SE NE SW","Murfin Drilling Co., Inc.",ZEIT 1-5,15-131-20252,15131202520000.0,1253.0, KB,-3.0,3769.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1057008962.las,2025.0,1053381950|15131202520000.0
1002934581,39.7273474,-95.8797147,"T4S R14E, Sec. 5,  W2 E2 SW SW","Pendleton Land & Exploration, Inc.",Johnstone 1,15-131-20043,15131200430000.0,1175.0, KB,1550.0,3650.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178872.las,,1002934581|15131200430000.0
1025686272,39.7309353,-95.8907909,"T4S R14E, Sec. 6,   W2 NW SE",Kinney Oil Company,"King, B. 1-6",15-131-20174,15131201740000.0,1239.0, KB,0.0,3698.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1044077638.las,,1025686272|15131201740000.0
1052661247,39.7150162,-95.8895894,"T4S R14E, Sec. 7,  SW SE NW SE","Petroleum Property Services, Inc.",RICHARDS-FUND A 4,15-131-20248,15131202480000.0,1249.0, KB,-3.0,3741.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056090109.las,2025.0,1052661247|15131202480000.0
1002934576,39.7166683,-95.8849865,"T4S R14E, Sec. 7,   NW NE SE",Cities Service Co.,A. FUND 1,15-131-20038,15131200380000.0,1168.0, KB,1599.0,3705.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178869.las,,1002934576|15131200380000.0
1002934572,39.7130257,-95.885126,"T4S R14E, Sec. 7,   NW SE SE",Petro-Lewis Corp.,Potts 1,15-131-20034,15131200340000.0,1262.0, KB,1699.0,3750.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178867.las,,1002934572|15131200340000.0
1002934575,39.7165086,-95.8896628,"T4S R14E, Sec. 7,   SE NW SE",PETRO-LEWIS CORP,RICHARDS FUND 1-7,15-131-20037,15131200370000.0,1222.0, KB,3380.0,3580.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1039020733.las,,1002934575|15131200370000.0
1002934585,39.6993175,-95.8793343,"T4S R14E, Sec. 17,   NE SW SW",Cities Service Co.,Haverkamp 'A' 1,15-131-20047,15131200470000.0,1206.0, KB,1700.0,3700.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178866.las,,1002934585|15131200470000.0
1002934558,39.7056709,-95.8850779,"T4S R14E, Sec. 18,   NW SE NE","Pendleton Land and Exploration, Inc.",McClain 'I' 1,15-131-20022,15131200220000.0,1288.0, KB,1699.0,3779.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178868.las,,1002934558|15131200220000.0
1002934579,39.7029618,-95.8838629,"T4S R14E, Sec. 18,   NE NE SE",Cities Service Co.,Thieme 'A' 1,15-131-20041,15131200410000.0,1262.0, KB,1650.0,3750.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178870.las,,1002934579|15131200410000.0
1046838761,39.702804,-95.8970923,"T4S R14E, Sec. 18,  SE NE NW SW","IA Operating, Inc.",GUDENKAUF 18-1,15-131-20246,15131202460000.0,1285.0, KB,0.0,3897.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051708854.las,2020.0,1046838761|15131202460000.0
1002934562,39.7090398,-95.885419,"T4S R14E, Sec. 18,   SW NE NE",Cities Service Co.,McClain 'A' 1,15-131-20026,15131200260000.0,1247.0, KB,1699.0,3701.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/04S14E/1001178871.las,,1002934562|15131200260000.0
1053408958,39.6936304,-95.9000253,"T4S R14E, Sec. 19,  SE SW NW NW","Murfin Drilling Co., Inc.",HAVERKAMP 1-19,15-131-20253,15131202530000.0,1261.0, KB,,,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1057025415.las,2025.0,1053408958|15131202530000.0
1002954610,39.5675437,-96.9162325,"T5S R5E, Sec. 31,   S2 SW SW","Texaco, Inc.",NOEL POERSCH 1,15-201-20003,15201200030000.0,1411.0, KB,271.0,11315.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S05E/1028477032.las,,1002954610|15201200030000.0
1052675573,39.6526529,-96.6785329,"T5S R7E, Sec. 6,  NE NW NE NE",High Plains Resources LLC,HEDGE LAWN FARMS 25-6,15-117-20025,15117200250000.0,13.0, KB,29.0,2475.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2025/1056634613.las,2025.0,1052675573|15117200250000.0
1002934545,39.6104577,-96.0361623,"T5S R12E, Sec. 14,  NW SW SE SE",Cities Service Oil Co.,Beck 'A' 1,15-131-20010,15131200100000.0,1279.0, KB,260.0,2750.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S12E/1033440834.las,,1002934545|15131200100000.0
1044058005,39.5809037,-96.0270162,"T5S R12E, Sec. 25,   SW SE SW",Mustang Fuel Corporation,Holthaus 1-25,15-131-20227,15131202270000.0,1314.0, KB,245.0,3436.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044819086.las,2014.0,1044058005|15131202270000.0
1043994042,39.5787125,-96.0152307,"T5S R12E, Sec. 36,   NE NE NE",Mustang Fuel Corp.,Eisenbarth 1-36,15-131-20224,15131202240000.0,1280.0, KB,245.0,3430.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2012/1044189415.las,2012.0,1043994042|15131202240000.0
1002934656,39.637883,-95.952733,"T5S R13E, Sec. 10,   NW NE NW",INCLINE RESERVES,STRATHMAN 1,15-131-20125,15131201250000.0,1355.0, KB,0.0,3951.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S13E/1044219062.las,,1002934656|15131201250000.0
1046944265,39.6380773,-95.9540477,"T5S R13E, Sec. 10,   NE NW NW","IA Operating, Inc.",STRATHMAN-MCKEE 10-1,15-131-20247,15131202470000.0,1360.0, KB,0.0,3908.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2021/1052001743.las,2021.0,1046944265|15131202470000.0
1030571114,39.6170756,-95.711248,"T5S R15E, Sec. 14,  S2 S2 SW NW","Heartland Oil & Gas, Inc.",ATWATER FARMS 'SWD' 5-14,15-085-20076,15085200760000.0,1087.0, KB,224.0,3568.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/05S15E/1044077628.las,,1030571114|15085200760000.0
1044625845,39.5360791,-96.500898,"T6S R8E, Sec. 15,  SE NE NE NE",MidAmerica Oil & Gas LLC,Holt 1,15-149-20068,15149200680000.0,1379.0, KB,315.0,2016.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045008751.las,2015.0,1044625845|15149200680000.0
1043970604,39.5466566,-96.0178705,"T6S R12E, Sec. 12,   E2 E2 NE",Mustang Fuel Corp.,Diggs 1-12,15-085-20078,15085200780000.0,1342.0, KB,295.0,3680.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044819561.las,2014.0,1043970604|15085200780000.0
1002937882,39.5051601,-96.0423213,"T6S R12E, Sec. 26,    NW NE","PENDLETON LAND & EXPLORATION, INC.",MARCOUX 1,15-149-20044,15149200440000.0,1383.0, KB,288.0,3820.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/06S12E/1044077644.las,,1002937882|15149200440000.0
1044031134,39.4794133,-96.0569123,"T6S R12E, Sec. 34,  NE SW SE SE",Wolf Operating LLC,Kopp Trust 1-34,15-149-20066,15149200660000.0,1328.0, KB,3216.4,3502.9,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044831479.las,2014.0,1044031134|15149200660000.0
1002922762,39.5161824,-95.9165607,"T6S R13E, Sec. 24,    SE NW",MOBIL OIL,CARL V SMITH 1,15-085-19018,15085190180000.0,1280.0, KB,260.0,3790.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/06S13E/1044077626.las,,1002922762|15085190180000.0
1044623262,39.489697,-95.9380679,"T6S R13E, Sec. 35,   SE NW NW","L. D. Drilling, Inc.",Henry Trust 5,15-085-20086,15085200860000.0,1180.0, KB,0.0,3471.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018773.las,2015.0,1044623262|15085200860000.0
1044653091,39.4905552,-95.9386566,"T6S R13E, Sec. 35,   SE NW NW","L. D. Drilling, Inc.",Henry Trust 6,15-085-20089,15085200890000.0,1177.0, KB,0.0,3444.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045098497.las,2015.0,1044653091|15085200890000.0
1044592299,39.4890513,-95.940337,"T6S R13E, Sec. 35,   SW NW NW","L. D. Drilling, Inc.",Henry Trust 4,15-085-20085,15085200850000.0,1165.0, KB,0.0,3443.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2015/1045018554.las,2015.0,1044592299|15085200850000.0
1044081508,39.4916241,-95.9407646,"T6S R13E, Sec. 35,   NW NW NW","L. D. Drilling, Inc.",Henry Trust 1,15-085-20080,15085200800000.0,1197.0, KB,295.0,3664.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044816945.las,2014.0,1044081508|15085200800000.0
1044849481,39.4916301,-95.9367172,"T6S R13E, Sec. 35,  NW NW NE NW","L. D. Drilling, Inc.",Henry Trust 7,15-085-20091,15085200910000.0,1191.0, KB,0.0,3481.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2016/1045399827.las,2016.0,1044849481|15085200910000.0
1002885138,39.5332342,-95.2654156,"T6S R19E, Sec. 14, C   NE NW","Lear Petroleum Exploration, Inc.",PIKE 1-14,15-005-20026,15005200260000.0,1104.0, KB,150.0,2800.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/06S19E/1033893405.las,,1002885138|15005200260000.0
1055554671,39.558486,-95.134577,"T6S R20E, Sec. 1,     ",SCS Engineers,MGPI Processing 2,,,828.0, KB,0.0,2499.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055813704.las,2024.0,1055554671|nan
1044640617,39.4632991,-96.1182591,"T7S R12E, Sec. 7,   NW NW NE","Evertson Operating Company, Inc.",Gilsdorf 31-7,15-149-20069,15149200690000.0,1323.0, KB,244.0,3280.0,https://www.kgs.ku.edu//1056890332.las,,1044640617|15149200690000.0
1044010426,39.4217754,-96.1265572,"T7S R12E, Sec. 19,   SW SW SW","Daystar Petroleum, Inc.",Pfrang 1-19,15-149-20065,15149200650000.0,1304.0, KB,295.0,3405.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044782582.las,2014.0,1044010426|15149200650000.0
1046125314,39.4380193,-95.9530043,"T7S R13E, Sec. 15,  SW SE NE SW",Stroke of Luck Energy & Exploration LLC,LEACH 03-1216,15-085-20093,15085200930000.0,1124.0, KB,0.0,3480.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2020/1051674703.las,2020.0,1046125314|15085200930000.0
1002922818,39.4075618,-95.4996902,"T7S R17E, Sec. 27,    SE SE",ANADARKO PROD ETAL,MALM 'A' 1,15-087-20008,15087200080000.0,1080.0, KB,250.0,2530.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/07S17E/1044077629.las,,1002922818|15087200080000.0
1002885202,39.4342842,-95.0374842,"T7S R21E, Sec. 14,   SW SW SE",JONES & PELLOW OIL,POHL 1,15-005-19008,15005190080000.0,1013.0, KB,190.0,3161.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/07S21E/1044219058.las,,1002885202|15005190080000.0
1044637762,39.3116951,-95.7311413,"T8S R15E, Sec. 34,   SE SE NW",J & K Crude LLC,Hug 01,15-085-20087,15085200870000.0,1176.0, KB,195.0,3204.5,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2014/1044858967.las,2014.0,1044637762|15085200870000.0
1044837783,39.3676722,-95.083577,"T8S R21E, Sec. 9,  NE NW NW SW","Daystar Petroleum, Inc.",TOOT 8,15-103-21415,15103214150000.0,50.0, KB,-16.25,1595.75,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/kcc_logs_2024/1055386303.las,2024.0,1044837783|15103214150000.0
1002927508,39.3599874,-95.0590139,"T8S R21E, Sec. 15,   NE NE NW",CITIES SERVICE CO,SCHMIDLING 1,15-103-19010,15103190100000.0,1110.0, KB,280.0,1580.0,https://www.kgs.ku.edu/b_1/WebDocs/WellLogs/08S21E/1044077633.las,,1002927508|15103190100000.0
1026645773,39.3546067,-95.1052074,"T8S R21E, Sec. 18,   SE SE NE",AJAX DRILLING,ALEXANDER GLOBAL-KIRCHHOFER 1-2,15-103-20147,15103201470000.0,1008.0, GL,-6.5,1432.75,https://www.kgs.ku.edu//1057057414.las,,1026645773|15103201470000.0
